"game_id","event_index","home_skaters_alt","away_skaters_alt","game_strength_state_alt","home_g_change","away_g_change","event_description_alt"
2019020001,1,0,0,"0v0",NA,NA,NA
2019020001,2,0,0,"0v0",NA,NA,NA
2019020001,3,0,0,"0v0",NA,NA,NA
2019020001,4,0,0,"0v0",NA,NA,NA
2019020001,5,0,5,"0v5",NA,"CRAIG.ANDERSON",NA
2019020001,6,5,5,"5v5","FREDERIK.ANDERSEN",NA,NA
2019020001,7,5,5,"5v5",NA,NA,"John Tavares faceoff won against Colin White"
2019020001,8,5,5,"5v5",NA,NA,"Brady Tkachuk (1) Tip-In, assists: Connor Brown (1), Colin White (1)"
2019020001,9,5,5,"5v5",NA,NA,NA
2019020001,10,5,5,"5v5",NA,NA,NA
2019020001,11,5,5,"5v5",NA,NA,"Chris Tierney faceoff won against William Nylander"
2019020001,12,5,5,"5v5",NA,NA,"Nikita Zaitsev Wide of Net"
2019020001,13,5,5,"5v5",NA,NA,NA
2019020001,14,5,5,"5v5",NA,NA,NA
2019020001,15,5,5,"5v5",NA,NA,NA
2019020001,16,5,5,"5v5",NA,NA,"Artem Anisimov faceoff won against Alexander Kerfoot"
2019020001,17,5,5,"5v5",NA,NA,NA
2019020001,18,6,5,"Ev5","FREDERIK.ANDERSEN",NA,NA
2019020001,19,6,5,"Ev5",NA,NA,"Tyler Ennis Tripping against Trevor Moore"
2019020001,20,6,4,"Ev4",NA,NA,NA
2019020001,21,5,4,"5v4","FREDERIK.ANDERSEN",NA,NA
2019020001,22,5,4,"5v4",NA,NA,"John Tavares faceoff won against Jean-Gabriel Pageau"
2019020001,23,5,4,"5v4",NA,NA,"Giveaway by Mitchell Marner"
2019020001,24,5,4,"5v4",NA,NA,"Morgan Rielly Snap Shot saved by Craig Anderson"
2019020001,25,5,4,"5v4",NA,NA,NA
2019020001,26,5,4,"5v4",NA,NA,NA
2019020001,27,5,4,"5v4",NA,NA,"Chris Tierney faceoff won against John Tavares"
2019020001,28,5,4,"5v4",NA,NA,"Andreas Johnsson shot blocked shot by Mark Borowiecki"
2019020001,29,5,4,"5v4",NA,NA,"Mitchell Marner Wide of Net"
2019020001,30,5,4,"5v4",NA,NA,NA
2019020001,31,5,4,"5v4",NA,NA,NA
2019020001,32,5,4,"5v4",NA,NA,NA
2019020001,33,5,4,"5v4",NA,NA,NA
2019020001,34,5,4,"5v4",NA,NA,NA
2019020001,35,5,5,"5v5",NA,NA,NA
2019020001,36,5,5,"5v5",NA,NA,NA
2019020001,37,5,5,"5v5",NA,NA,NA
2019020001,38,5,5,"5v5",NA,NA,"Dylan DeMelo hit Frederik Gauthier"
2019020001,39,5,5,"5v5",NA,NA,"Dmytro Timashov Wide of Net"
2019020001,40,5,5,"5v5",NA,NA,"Dylan DeMelo Snap Shot saved by Frederik Andersen"
2019020001,41,5,5,"5v5",NA,NA,"Giveaway by Jake Muzzin"
2019020001,42,5,5,"5v5",NA,NA,NA
2019020001,43,5,5,"5v5",NA,NA,NA
2019020001,44,5,5,"5v5",NA,NA,NA
2019020001,45,5,5,"5v5",NA,NA,NA
2019020001,46,5,5,"5v5",NA,NA,NA
2019020001,47,5,5,"5v5",NA,NA,"Takeaway by Cody Ceci"
2019020001,48,5,5,"5v5",NA,NA,"Morgan Rielly Wrist Shot saved by Craig Anderson"
2019020001,49,5,5,"5v5",NA,NA,NA
2019020001,50,5,5,"5v5",NA,NA,NA
2019020001,51,5,5,"5v5",NA,NA,"Scott Sabourin hit Cody Ceci"
2019020001,52,5,5,"5v5",NA,NA,NA
2019020001,53,5,5,"5v5",NA,NA,NA
2019020001,54,5,5,"5v5",NA,NA,NA
2019020001,55,5,5,"5v5",NA,NA,"Artem Anisimov faceoff won against Alexander Kerfoot"
2019020001,56,5,5,"5v5",NA,NA,"Trevor Moore Over Net"
2019020001,57,5,5,"5v5",NA,NA,"Tyson Barrie Slap Shot saved by Craig Anderson"
2019020001,58,5,5,"5v5",NA,NA,"Tyson Barrie Slap Shot saved by Craig Anderson"
2019020001,59,5,5,"5v5",NA,NA,NA
2019020001,60,5,5,"5v5",NA,NA,NA
2019020001,61,5,5,"5v5",NA,NA,NA
2019020001,62,5,5,"5v5",NA,NA,"Andreas Johnsson shot blocked shot by Dylan DeMelo"
2019020001,63,5,5,"5v5",NA,NA,NA
2019020001,64,5,5,"5v5",NA,NA,"Cody Ceci Wrist Shot saved by Craig Anderson"
2019020001,65,5,5,"5v5",NA,NA,"Takeaway by Auston Matthews"
2019020001,66,5,5,"5v5",NA,NA,"Andreas Johnsson Wrist Shot saved by Craig Anderson"
2019020001,67,5,5,"5v5",NA,NA,NA
2019020001,68,5,5,"5v5",NA,NA,"Colin White Tripping against William Nylander"
2019020001,69,5,4,"5v4",NA,NA,NA
2019020001,70,5,4,"5v4",NA,NA,NA
2019020001,71,5,4,"5v4",NA,NA,"Jean-Gabriel Pageau faceoff won against John Tavares"
2019020001,72,5,4,"5v4",NA,NA,"Giveaway by Ron Hainsey"
2019020001,73,5,4,"5v4",NA,NA,"Mitchell Marner Slap Shot saved by Craig Anderson"
2019020001,74,5,4,"5v4",NA,NA,"Mitchell Marner Goalpost"
2019020001,75,5,4,"5v4",NA,NA,NA
2019020001,76,5,4,"5v4",NA,NA,NA
2019020001,77,5,4,"5v4",NA,NA,"John Tavares faceoff won against Chris Tierney"
