"player","position","position_type","game_id","game_date","season","session","team","opponent","is_home","player_num","player_team_num"
"RILEY.SHEAHAN","C","F",2019020204,"2019-11-02",20192020,"R","EDM","PIT",0,23,"EDM23"
"TOMAS.JURCO","R","F",2019020204,"2019-11-02",20192020,"R","EDM","PIT",0,92,"EDM92"
"CHAD.RUHWEDEL","D","D",2019020204,"2019-11-02",20192020,"R","PIT","EDM",1,2,"PIT2"
"DOMINIK.KAHUN","C","F",2019020204,"2019-11-02",20192020,"R","PIT","EDM",1,24,"PIT24"
"JUUSO.RIIKOLA","D","D",2019020204,"2019-11-02",20192020,"R","PIT","EDM",1,50,"PIT50"
"GREG.MCKEGG","C","F",2019020205,"2019-11-02",20192020,"R","NYR","NSH",0,14,"NYR14"
"MARC.STAAL","D","D",2019020205,"2019-11-02",20192020,"R","NYR","NSH",0,18,"NYR18"
"MIKA.ZIBANEJAD","C","F",2019020205,"2019-11-02",20192020,"R","NYR","NSH",0,93,"NYR93"
"MIIKKA.SALOMAKI","R","F",2019020205,"2019-11-02",20192020,"R","NSH","NYR",1,20,"NSH20"
"YANNICK.WEBER","D","D",2019020205,"2019-11-02",20192020,"R","NSH","NYR",1,7,"NSH7"
"BOBBY.RYAN","R","F",2019020206,"2019-11-02",20192020,"R","OTT","BOS",0,9,"OTT9"
"CODY.GOLOUBEF","D","D",2019020206,"2019-11-02",20192020,"R","OTT","BOS",0,29,"OTT29"
"MIKKEL.BOEDKER","L","F",2019020206,"2019-11-02",20192020,"R","OTT","BOS",0,89,"OTT89"
"BRETT.RITCHIE","R","F",2019020206,"2019-11-02",20192020,"R","BOS","OTT",1,18,"BOS18"
"CONNOR.CLIFTON","D","D",2019020206,"2019-11-02",20192020,"R","BOS","OTT",1,75,"BOS75"
"PAR.LINDHOLM","C","F",2019020206,"2019-11-02",20192020,"R","BOS","OTT",1,26,"BOS26"
"NICK.LEDDY","D","D",2019020207,"2019-11-02",20192020,"R","NYI","BUF",0,2,"NYI2"
"OTTO.KOIVULA","L","F",2019020207,"2019-11-02",20192020,"R","NYI","BUF",0,21,"NYI21"
"EVAN.RODRIGUES","C","F",2019020207,"2019-11-02",20192020,"R","BUF","NYI",1,71,"BUF71"
"JOHN.GILMOUR","D","D",2019020207,"2019-11-02",20192020,"R","BUF","NYI",1,58,"BUF58"
"MARCO.SCANDELLA","D","D",2019020207,"2019-11-02",20192020,"R","BUF","NYI",1,6,"BUF6"
"CHRISTOFFER.EHN","C","F",2019020208,"2019-11-02",20192020,"R","DET","FLA",0,70,"DET70"
"JOE.HICKETTS","D","D",2019020208,"2019-11-02",20192020,"R","DET","FLA",0,2,"DET2"
"MIKE.GREEN","D","D",2019020208,"2019-11-02",20192020,"R","DET","FLA",0,25,"DET25"
"JAYCE.HAWRYLUK","C","F",2019020208,"2019-11-02",20192020,"R","FLA","DET",1,8,"FLA8"
"MIKE.MATHESON","D","D",2019020208,"2019-11-02",20192020,"R","FLA","DET",1,19,"FLA19"
"VINCENT.TROCHECK","C","F",2019020208,"2019-11-02",20192020,"R","FLA","DET",1,21,"FLA21"
"JAKE.MUZZIN","D","D",2019020209,"2019-11-02",20192020,"R","TOR","PHI",0,8,"TOR8"
"JOHN.TAVARES","C","F",2019020209,"2019-11-02",20192020,"R","TOR","PHI",0,91,"TOR91"
"CHRIS.STEWART","R","F",2019020209,"2019-11-02",20192020,"R","PHI","TOR",1,44,"PHI44"
"ROBERT.HAGG","D","D",2019020209,"2019-11-02",20192020,"R","PHI","TOR",1,8,"PHI8"
"SAMUEL.MORIN","D","D",2019020209,"2019-11-02",20192020,"R","PHI","TOR",1,55,"PHI55"
"JOHN.HAYDEN","C","F",2019020210,"2019-11-02",20192020,"R","N.J","CAR",0,15,"N.J15"
"MIRCO.MUELLER","D","D",2019020210,"2019-11-02",20192020,"R","N.J","CAR",0,25,"N.J25"
"NIKITA.GUSEV","L","F",2019020210,"2019-11-02",20192020,"R","N.J","CAR",0,97,"N.J97"
"HAYDN.FLEURY","D","D",2019020210,"2019-11-02",20192020,"R","CAR","N.J",1,4,"CAR4"
"MICHAEL.STONE","D","D",2019020211,"2019-11-02",20192020,"R","CGY","CBJ",0,26,"CGY26"
"TOBIAS.RIEDER","C","F",2019020211,"2019-11-02",20192020,"R","CGY","CBJ",0,16,"CGY16"
"MARKUS.HANNIKAINEN","L","F",2019020211,"2019-11-02",20192020,"R","CBJ","CGY",1,37,"CBJ37"
"MARKUS.NUTIVAARA","D","D",2019020211,"2019-11-02",20192020,"R","CBJ","CGY",1,65,"CBJ65"
"BRETT.KULAK","D","D",2019020212,"2019-11-02",20192020,"R","MTL","DAL",0,17,"MTL17"
"CHRISTIAN.FOLIN","D","D",2019020212,"2019-11-02",20192020,"R","MTL","DAL",0,32,"MTL32"
"JESPERI.KOTKANIEMI","C","F",2019020212,"2019-11-02",20192020,"R","MTL","DAL",0,15,"MTL15"
"ANDREJ.SEKERA","D","D",2019020212,"2019-11-02",20192020,"R","DAL","MTL",1,5,"DAL5"
"JUSTIN.DOWLING","C","F",2019020212,"2019-11-02",20192020,"R","DAL","MTL",1,37,"DAL37"
"ROBBY.FABBRI","C","F",2019020213,"2019-11-02",20192020,"R","STL","MIN",0,15,"STL15"
"ROBERT.BORTUZZO","D","D",2019020213,"2019-11-02",20192020,"R","STL","MIN",0,41,"STL41"
"CARSON.SOUCY","D","D",2019020213,"2019-11-02",20192020,"R","MIN","STL",1,21,"MIN21"
"VICTOR.RASK","C","F",2019020213,"2019-11-02",20192020,"R","MIN","STL",1,49,"MIN49"
"COLIN.WILSON","C","F",2019020214,"2019-11-02",20192020,"R","COL","ARI",0,22,"COL22"
"MARK.BARBERIO","D","D",2019020214,"2019-11-02",20192020,"R","COL","ARI",0,44,"COL44"
"BRAD.RICHARDSON","R","F",2019020214,"2019-11-02",20192020,"R","ARI","COL",1,15,"ARI15"
"ERIC.COMRIE","G","G",2019020214,"2019-11-02",20192020,"R","ARI","COL",1,1,"ARI1"
"ILYA.LYUBUSHKIN","D","D",2019020214,"2019-11-02",20192020,"R","ARI","COL",1,46,"ARI46"
"CARL.DAHLSTROM","D","D",2019020215,"2019-11-02",20192020,"R","WPG","VGK",0,23,"WPG23"
"CJ.SUESS","L","F",2019020215,"2019-11-02",20192020,"R","WPG","VGK",0,73,"WPG73"
"LOGAN.SHAW","R","F",2019020215,"2019-11-02",20192020,"R","WPG","VGK",0,38,"WPG38"
"BRANDON.PIRRI","C","F",2019020215,"2019-11-02",20192020,"R","VGK","WPG",1,73,"VGK73"
"MARC-ANDRE.FLEURY","G","G",2019020215,"2019-11-02",20192020,"R","VGK","WPG",1,29,"VGK29"
"OSCAR.FANTENBERG","D","D",2019020216,"2019-11-02",20192020,"R","VAN","S.J",0,5,"VAN5"
"QUINN.HUGHES","D","D",2019020216,"2019-11-02",20192020,"R","VAN","S.J",0,43,"VAN43"
"SVEN.BAERTSCHI","L","F",2019020216,"2019-11-02",20192020,"R","VAN","S.J",0,47,"VAN47"
"DYLAN.GAMBRELL","C","F",2019020216,"2019-11-02",20192020,"R","S.J","VAN",1,7,"S.J7"
"JONNY.BRODZINSKI","C","F",2019020216,"2019-11-02",20192020,"R","S.J","VAN",1,22,"S.J22"
"TREVOR.CARRICK","D","D",2019020216,"2019-11-02",20192020,"R","S.J","VAN",1,47,"S.J47"
"DENNIS.GILBERT","D","D",2019020217,"2019-11-02",20192020,"R","CHI","L.A",0,39,"CHI39"
"DRAKE.CAGGIULA","C","F",2019020217,"2019-11-02",20192020,"R","CHI","L.A",0,91,"CHI91"
"ERIK.GUSTAFSSON2","D","D",2019020217,"2019-11-02",20192020,"R","CHI","L.A",0,56,"CHI56"
"AUSTIN.WAGNER","L","F",2019020217,"2019-11-02",20192020,"R","L.A","CHI",1,51,"L.A51"
"JOAKIM.RYAN","D","D",2019020217,"2019-11-02",20192020,"R","L.A","CHI",1,6,"L.A6"
"NIKOLAI.PROKHORKIN","L","F",2019020217,"2019-11-02",20192020,"R","L.A","CHI",1,74,"L.A74"
"MICHAEL.STONE","D","D",2019020218,"2019-11-03",20192020,"R","CGY","WSH",0,26,"CGY26"
"MILAN.LUCIC","L","F",2019020218,"2019-11-03",20192020,"R","CGY","WSH",0,17,"CGY17"
"LIAM.O'BRIEN","C","F",2019020218,"2019-11-03",20192020,"R","WSH","CGY",1,87,"WSH87"
"NIC.DOWD","C","F",2019020218,"2019-11-03",20192020,"R","WSH","CGY",1,26,"WSH26"
"TYLER.LEWINGTON","D","D",2019020218,"2019-11-03",20192020,"R","WSH","CGY",1,78,"WSH78"
"DENNIS.GILBERT","D","D",2019020219,"2019-11-03",20192020,"R","CHI","ANA",0,39,"CHI39"
"SLATER.KOEKKOEK","D","D",2019020219,"2019-11-03",20192020,"R","CHI","ANA",0,68,"CHI68"
"ZACK.SMITH","C","F",2019020219,"2019-11-03",20192020,"R","CHI","ANA",0,15,"CHI15"
"KORBINIAN.HOLZER","D","D",2019020219,"2019-11-03",20192020,"R","ANA","CHI",1,5,"ANA5"
"ONDREJ.KASE","R","F",2019020219,"2019-11-03",20192020,"R","ANA","CHI",1,25,"ANA25"
"CHAD.RUHWEDEL","D","D",2019020220,"2019-11-04",20192020,"R","PIT","BOS",0,2,"PIT2"
"JUUSO.RIIKOLA","D","D",2019020220,"2019-11-04",20192020,"R","PIT","BOS",0,50,"PIT50"
"DAVID.BACKES","R","F",2019020220,"2019-11-04",20192020,"R","BOS","PIT",1,42,"BOS42"
"PAR.LINDHOLM","C","F",2019020220,"2019-11-04",20192020,"R","BOS","PIT",1,26,"BOS26"
"STEVEN.KAMPFER","D","D",2019020220,"2019-11-04",20192020,"R","BOS","PIT",1,44,"BOS44"
"ARTEM.ANISIMOV","C","F",2019020221,"2019-11-04",20192020,"R","OTT","NYR",0,51,"OTT51"
"CODY.GOLOUBEF","D","D",2019020221,"2019-11-04",20192020,"R","OTT","NYR",0,29,"OTT29"
"GREG.MCKEGG","C","F",2019020221,"2019-11-04",20192020,"R","NYR","OTT",1,14,"NYR14"
"MARC.STAAL","D","D",2019020221,"2019-11-04",20192020,"R","NYR","OTT",1,18,"NYR18"
"MIKA.ZIBANEJAD","C","F",2019020221,"2019-11-04",20192020,"R","NYR","OTT",1,93,"NYR93"
"MATT.IRWIN","D","D",2019020222,"2019-11-04",20192020,"R","NSH","DET",0,52,"NSH52"
"MIIKKA.SALOMAKI","R","F",2019020222,"2019-11-04",20192020,"R","NSH","DET",0,20,"NSH20"
"CHRISTOFFER.EHN","C","F",2019020222,"2019-11-04",20192020,"R","DET","NSH",1,70,"DET70"
"MIKE.GREEN","D","D",2019020222,"2019-11-04",20192020,"R","DET","NSH",1,25,"DET25"
"TREVOR.DALEY","D","D",2019020222,"2019-11-04",20192020,"R","DET","NSH",1,83,"DET83"
"ERIC.COMRIE","G","G",2019020223,"2019-11-04",20192020,"R","ARI","EDM",0,1,"ARI1"
"ILYA.LYUBUSHKIN","D","D",2019020223,"2019-11-04",20192020,"R","ARI","EDM",0,46,"ARI46"
"MICHAEL.CHAPUT","C","F",2019020223,"2019-11-04",20192020,"R","ARI","EDM",0,26,"ARI26"
"BRANDON.MANNING","D","D",2019020223,"2019-11-04",20192020,"R","EDM","ARI",1,26,"EDM26"
"RILEY.SHEAHAN","C","F",2019020223,"2019-11-04",20192020,"R","EDM","ARI",1,23,"EDM23"
"TOMAS.JURCO","R","F",2019020223,"2019-11-04",20192020,"R","EDM","ARI",1,92,"EDM92"
"CAMERON.HUGHES","C","F",2019020224,"2019-11-05",20192020,"R","BOS","MTL",0,53,"BOS53"
"DAVID.BACKES","R","F",2019020224,"2019-11-05",20192020,"R","BOS","MTL",0,42,"BOS42"
"STEVEN.KAMPFER","D","D",2019020224,"2019-11-05",20192020,"R","BOS","MTL",0,44,"BOS44"
"BRETT.KULAK","D","D",2019020224,"2019-11-05",20192020,"R","MTL","BOS",1,17,"MTL17"
"CHRISTIAN.FOLIN","D","D",2019020224,"2019-11-05",20192020,"R","MTL","BOS",1,32,"MTL32"
"JORDAN.WEAL","C","F",2019020224,"2019-11-05",20192020,"R","MTL","BOS",1,43,"MTL43"
"ERIK.BRANNSTROM","D","D",2019020225,"2019-11-05",20192020,"R","OTT","NYI",0,26,"OTT26"
"FILIP.CHLAPIK","C","F",2019020225,"2019-11-05",20192020,"R","OTT","NYI",0,78,"OTT78"
"NICK.LEDDY","D","D",2019020225,"2019-11-05",20192020,"R","NYI","OTT",1,2,"NYI2"
"OTTO.KOIVULA","L","F",2019020225,"2019-11-05",20192020,"R","NYI","OTT",1,21,"NYI21"
"SETH.HELGESON","D","D",2019020225,"2019-11-05",20192020,"R","NYI","OTT",1,36,"NYI36"
"ERIK.HAULA","L","F",2019020226,"2019-11-05",20192020,"R","CAR","PHI",0,56,"CAR56"
"CHRIS.STEWART","R","F",2019020226,"2019-11-05",20192020,"R","PHI","CAR",1,44,"PHI44"
"ROBERT.HAGG","D","D",2019020226,"2019-11-05",20192020,"R","PHI","CAR",1,8,"PHI8"
"SAMUEL.MORIN","D","D",2019020226,"2019-11-05",20192020,"R","PHI","CAR",1,55,"PHI55"
"ALEX.TUCH","R","F",2019020227,"2019-11-05",20192020,"R","VGK","CBJ",0,89,"VGK89"
"BRANDON.PIRRI","C","F",2019020227,"2019-11-05",20192020,"R","VGK","CBJ",0,73,"VGK73"
"DERYK.ENGELLAND","D","D",2019020227,"2019-11-05",20192020,"R","VGK","CBJ",0,5,"VGK5"
"MARKUS.HANNIKAINEN","L","F",2019020227,"2019-11-05",20192020,"R","CBJ","VGK",1,37,"CBJ37"
"SCOTT.HARRINGTON","D","D",2019020227,"2019-11-05",20192020,"R","CBJ","VGK",1,4,"CBJ4"
"AUSTIN.WAGNER","L","F",2019020228,"2019-11-05",20192020,"R","L.A","TOR",0,51,"L.A51"
"JOAKIM.RYAN","D","D",2019020228,"2019-11-05",20192020,"R","L.A","TOR",0,6,"L.A6"
"NIKOLAI.PROKHORKIN","L","F",2019020228,"2019-11-05",20192020,"R","L.A","TOR",0,74,"L.A74"
"DMYTRO.TIMASHOV","L","F",2019020228,"2019-11-05",20192020,"R","TOR","L.A",1,41,"TOR41"
"JASON.SPEZZA","C","F",2019020228,"2019-11-05",20192020,"R","TOR","L.A",1,19,"TOR19"
"MARTIN.MARINCIN","D","D",2019020228,"2019-11-05",20192020,"R","TOR","L.A",1,52,"TOR52"
"JESPER.BRATT","L","F",2019020229,"2019-11-05",20192020,"R","N.J","WPG",0,63,"N.J63"
"JOHN.HAYDEN","C","F",2019020229,"2019-11-05",20192020,"R","N.J","WPG",0,15,"N.J15"
"MIRCO.MUELLER","D","D",2019020229,"2019-11-05",20192020,"R","N.J","WPG",0,25,"N.J25"
"CARL.DAHLSTROM","D","D",2019020229,"2019-11-05",20192020,"R","WPG","N.J",1,23,"WPG23"
"LOGAN.SHAW","R","F",2019020229,"2019-11-05",20192020,"R","WPG","N.J",1,38,"WPG38"
"TUCKER.POOLMAN","D","D",2019020229,"2019-11-05",20192020,"R","WPG","N.J",1,3,"WPG3"
"COLIN.WILSON","C","F",2019020230,"2019-11-05",20192020,"R","COL","DAL",0,22,"COL22"
"MARK.BARBERIO","D","D",2019020230,"2019-11-05",20192020,"R","COL","DAL",0,44,"COL44"
"ANDREJ.SEKERA","D","D",2019020230,"2019-11-05",20192020,"R","DAL","COL",1,5,"DAL5"
"ROOPE.HINTZ","L","F",2019020230,"2019-11-05",20192020,"R","DAL","COL",1,24,"DAL24"
"ERIC.COMRIE","G","G",2019020231,"2019-11-05",20192020,"R","ARI","CGY",0,1,"ARI1"
"JORDAN.OESTERLE","D","D",2019020231,"2019-11-05",20192020,"R","ARI","CGY",0,82,"ARI82"
"KYLE.CAPOBIANCO","D","D",2019020231,"2019-11-05",20192020,"R","ARI","CGY",0,75,"ARI75"
"MICHAEL.STONE","D","D",2019020231,"2019-11-05",20192020,"R","CGY","ARI",1,26,"CGY26"
"MILAN.LUCIC","L","F",2019020231,"2019-11-05",20192020,"R","CGY","ARI",1,17,"CGY17"
"ROBBY.FABBRI","C","F",2019020232,"2019-11-05",20192020,"R","STL","VAN",0,15,"STL15"
"ROBERT.BORTUZZO","D","D",2019020232,"2019-11-05",20192020,"R","STL","VAN",0,41,"STL41"
"ASHTON.SAUTNER","D","D",2019020232,"2019-11-05",20192020,"R","VAN","STL",1,29,"VAN29"
"OSCAR.FANTENBERG","D","D",2019020232,"2019-11-05",20192020,"R","VAN","STL",1,5,"VAN5"
"SVEN.BAERTSCHI","L","F",2019020232,"2019-11-05",20192020,"R","VAN","STL",1,47,"VAN47"
"NICK.SEELER","D","D",2019020233,"2019-11-05",20192020,"R","MIN","ANA",0,55,"MIN55"
"VICTOR.RASK","C","F",2019020233,"2019-11-05",20192020,"R","MIN","ANA",0,49,"MIN49"
"DEVIN.SHORE","C","F",2019020233,"2019-11-05",20192020,"R","ANA","MIN",1,29,"ANA29"
"JOSH.MAHURA","D","D",2019020233,"2019-11-05",20192020,"R","ANA","MIN",1,76,"ANA76"
"NICOLAS.DESLAURIERS","L","F",2019020233,"2019-11-05",20192020,"R","ANA","MIN",1,20,"ANA20"
"DENNIS.GILBERT","D","D",2019020234,"2019-11-05",20192020,"R","CHI","S.J",0,39,"CHI39"
"SLATER.KOEKKOEK","D","D",2019020234,"2019-11-05",20192020,"R","CHI","S.J",0,68,"CHI68"
"ZACK.SMITH","C","F",2019020234,"2019-11-05",20192020,"R","CHI","S.J",0,15,"CHI15"
"DYLAN.GAMBRELL","C","F",2019020234,"2019-11-05",20192020,"R","S.J","CHI",1,7,"S.J7"
"MELKER.KARLSSON","C","F",2019020234,"2019-11-05",20192020,"R","S.J","CHI",1,68,"S.J68"
"TIM.HEED","D","D",2019020234,"2019-11-05",20192020,"R","S.J","CHI",1,72,"S.J72"
"FRANS.NIELSEN","C","F",2019020235,"2019-11-06",20192020,"R","DET","NYR",0,81,"DET81"
"JACOB.DE.LA.ROSE","L","F",2019020235,"2019-11-06",20192020,"R","DET","NYR",0,61,"DET61"
"MIKE.GREEN","D","D",2019020235,"2019-11-06",20192020,"R","DET","NYR",0,25,"DET25"
"LIAS.ANDERSSON","C","F",2019020235,"2019-11-06",20192020,"R","NYR","DET",1,28,"NYR28"
"MIKA.ZIBANEJAD","C","F",2019020235,"2019-11-06",20192020,"R","NYR","DET",1,93,"NYR93"
"RYAN.LINDGREN","D","D",2019020235,"2019-11-06",20192020,"R","NYR","DET",1,55,"NYR55"
"ROBBY.FABBRI","C","F",2019020236,"2019-11-06",20192020,"R","STL","EDM",0,15,"STL15"
"ROBERT.BORTUZZO","D","D",2019020236,"2019-11-06",20192020,"R","STL","EDM",0,41,"STL41"
"JOEL.PERSSON","D","D",2019020236,"2019-11-06",20192020,"R","EDM","STL",1,36,"EDM36"
"MARKUS.GRANLUND","C","F",2019020236,"2019-11-06",20192020,"R","EDM","STL",1,60,"EDM60"
"RILEY.SHEAHAN","C","F",2019020236,"2019-11-06",20192020,"R","EDM","STL",1,23,"EDM23"
"ALEX.TUCH","R","F",2019020237,"2019-11-07",20192020,"R","VGK","TOR",0,89,"VGK89"
"DERYK.ENGELLAND","D","D",2019020237,"2019-11-07",20192020,"R","VGK","TOR",0,5,"VGK5"
"TOMAS.NOSEK","L","F",2019020237,"2019-11-07",20192020,"R","VGK","TOR",0,92,"VGK92"
"JASON.SPEZZA","C","F",2019020237,"2019-11-07",20192020,"R","TOR","VGK",1,19,"TOR19"
"MARTIN.MARINCIN","D","D",2019020237,"2019-11-07",20192020,"R","TOR","VGK",1,52,"TOR52"
"NIC.PETAN","C","F",2019020237,"2019-11-07",20192020,"R","TOR","VGK",1,61,"TOR61"
